movie name,imdb name,year,description,trailer link,movie id,imdb score,rotten score,cinema score,user score
Defendor,Defendor,2010,"Defendor is a movie starring Woody Harrelson, Kat Dennings, and Sandra Oh. Arthur Poppington, a regular man who adopts a superhero persona, known as ""Defendor"", combs the city streets at night, in search of his archenemy, Captain...",https://www.imdb.com/video/imdb/vi554959897,tt1303828,6.8,73,Cinemascore,NA
Happy Tears,Happy Tears,2010,"Happy Tears is a movie starring Parker Posey, Demi Moore, and Rip Torn. Two sisters return home to deal with their ailing father, only to face some surprising situations.",https://www.imdb.com/video/imdb/vi3318547481,tt1219828,5.2,,Cinemascore,NA
Shutter,Shutter,2010,"Shutter is a movie starring Joshua Jackson, Rachael Taylor, and James Kyson. A newly married couple discovers disturbing, ghostly images in photographs they develop after a tragic accident. Fearing the manifestations may be...",NA,tt0482599,5.2,58,Cinemascore,NA
Shutter Island,Shutter Island,2010,"Shutter Island is a movie starring Leonardo DiCaprio, Emily Mortimer, and Mark Ruffalo. In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.",https://www.imdb.com/video/imdb/vi4064281,tt1130884,8.1,,Cinemascore,NA
Cop Out,Cop Out,2010,"Cop Out is a movie starring Bruce Willis, Tracy Morgan, and Juan Carlos Hernández. Jimmy's rare baseball card is robbed. Since it's his only hope to pay for his daughter's upcoming wedding, he recruits his cop partner Paul to track...",https://www.imdb.com/video/imdb/vi4119462937,tt1385867,5.6,18,Cinemascore,NA
The Crazies,The Crazies,2010,"The Crazies is a movie starring Radha Mitchell, Timothy Olyphant, and Danielle Panabaker. After a strange and insecure plane crash, an unusual toxic virus enters a quaint farming town. A young couple are quarantined, but they fight...",https://www.imdb.com/video/imdb/vi3255239705,tt0455407,6.5,,Cinemascore,NA
The Yellow Handkerchief,The Yellow Handkerchief,2010,"The Yellow Handkerchief is a movie starring William Hurt, Maria Bello, and Kristen Stewart. A road trip through Louisiana transforms three strangers who were originally brought together by their respective feelings of loneliness.",https://www.imdb.com/video/imdb/vi3312387353,tt0954990,6.7,,Cinemascore,NA
Toe To Toe,Toe to Toe,2010,"Toe to Toe is a movie starring Sonequa Martin-Green, Samantha Eustace, and Louisa Krause. A story about two lacrosse teammates from opposite sides of the track.",https://www.imdb.com/video/imdb/vi4044948505,tt1209364,5.2,58,Cinemascore,NA
Birdemic,Birdemic: Shock and Terror,2010,"Birdemic: Shock and Terror is a movie starring Alan Bagh, Whitney Moore, and Tippi Hedren. A horde of mutated birds descends upon the quiet town of Half Moon Bay, California. With the death toll rising, Two citizens manage to fight...",https://www.imdb.com/video/imdb/vi3198224153,tt1316037,1.8,19,Cinemascore,NA
Tim Burton's Alice In Wonderland IMAX,NA,2010,NA,NA,NA,NA,,Cinemascore,NA
Green Zone,Green Zone,2010,"Green Zone is a movie starring Matt Damon, Jason Isaacs, and Greg Kinnear. Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.",https://www.imdb.com/video/imdb/vi447415577,tt0947810,6.8,,Cinemascore,NA
Our Family Wedding,Our Family Wedding,2010,"Our Family Wedding is a movie starring America Ferrera, Forest Whitaker, and Carlos Mencia. The weeks leading up to a young couple's wedding are comic and stressful, especially as their respective fathers try to lay their long...",https://www.imdb.com/video/imdb/vi2196112409,tt1305583,5.0,13,Cinemascore,NA
Remember Me,Remember Me,2010,"Remember Me is a movie starring Robert Pattinson, Emilie de Ravin, and Caitlyn Rund. A romantic drama centered on two new lovers: Tyler, whose parents have split in the wake of his brother's suicide, and Ally, who lives each day to...",NA,tt1403981,7.1,,Cinemascore,NA
She's Out Of My League,She's Out of My League,2010,"She's Out of My League is a movie starring Jay Baruchel, Alice Eve, and T.J. Miller. An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the...",https://www.imdb.com/video/imdb/vi870384665,tt0815236,6.4,58,Cinemascore,NA
Bounty Hunter,Bail Enforcers,2010,"Bail Enforcers is a movie starring Trish Stratus, Frank J. Zupancic, and Boomer Phillips. A hundred thousand dollar bounty or a million dollar execution? Choosing the former launches the heroes of BOUNTY HUNTERS into an all-out...",NA,tt1596565,3.7,,Cinemascore,NA
City Island,City Island,2010,"City Island is a movie starring Andy Garcia, Julianna Margulies, and Steven Strait. The Rizzos, a family who doesn't share their habits, aspirations, and careers with one another, find their delicate web of lies disturbed by the...",https://www.imdb.com/video/imdb/vi2872640537,tt1174730,7.4,81,Cinemascore,NA
Diary Of A Wimpy Kid,Diary of a Wimpy Kid,2010,"Diary of a Wimpy Kid is a movie starring Zachary Gordon, Robert Capron, and Rachael Harris. The adventures of a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and...",https://www.imdb.com/video/imdb/vi2496267289,tt1196141,6.2,52,Cinemascore,NA
Greenberg,Greenberg,2010,"Greenberg is a movie starring Ben Stiller, Greta Gerwig, and Jennifer Jason Leigh. A man from Los Angeles, who moved to New York years ago, returns to L.A. to figure out his life while he house-sits for his brother. He soon sparks...",https://www.imdb.com/video/imdb/vi2925659161,tt1234654,6.1,76,Cinemascore,NA
Hubble,Hubble 3D,2010,"Hubble 3D is a movie starring Leonardo DiCaprio, Scott D. Altman, and Megan McArthur. An IMAX 3D camera chronicles the effort of 7 astronauts aboard the Space Shuttle Atlantis to repair the Hubble Space Telescope.",https://www.imdb.com/video/imdb/vi271844377,tt1433813,7.7,87,Cinemascore,NA
Repo Men,Repo Men,2010,"Repo Men is a movie starring Jude Law, Forest Whitaker, and Alice Braga. Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased....",https://www.imdb.com/video/imdb/vi3661497369,tt1053424,6.3,,Cinemascore,NA
Secret Of Kells,The Secret of Kells,2010,"The Secret of Kells is a movie starring Evan McGuire, Brendan Gleeson, and Mick Lally. A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives...",https://www.imdb.com/video/imdb/vi2216625177,tt0485601,7.7,91,Cinemascore,NA
The Red Baron,Der rote Baron,2010,"Der rote Baron is a movie starring Matthias Schweighöfer, Lena Headey, and Til Schweiger. German biopic loosely based on the World War I fighter ace Manfred Von Richthofen, nicknamed the Red Baron by friend and foe alike.",https://www.imdb.com/video/imdb/vi538444313,tt0365675,6.4,,Cinemascore,NA
The Runaways,The Runaways,2010,"The Runaways is a movie starring Kristen Stewart, Dakota Fanning, and Michael Shannon. A coming-of-age biographical film about the 1970s teenage all-girl rock band The Runaways. The relationship between band members Cherie Currie...",https://www.imdb.com/video/imdb/vi3758359577,tt1017451,6.5,69,Cinemascore,NA
Cash,Snabba cash,2010,"Snabba cash is a movie starring Joel Kinnaman, Matias Varela, and Dragomir Mrsic. When JW becomes a drug runner in order to maintain his double life, his fate becomes tied to two other men: Jorge, a fugitive on the run from both the...",https://www.imdb.com/video/imdb/vi2847122713,tt1291652,6.7,20,Cinemascore,NA
Chloe,Chloe,2010,"Chloe is a movie starring Julianne Moore, Amanda Seyfried, and Liam Neeson. Suspecting her husband of infidelity, gynecologist Dr. Catherine Stewart hires an escort named Chloe in order to test his faithfulness. Soon, the...",https://www.imdb.com/video/imdb/vi3782411289,tt1352824,6.3,,Cinemascore,NA
Eclipse,The Twilight Saga: Eclipse,2010,"The Twilight Saga: Eclipse is a movie starring Kristen Stewart, Robert Pattinson, and Taylor Lautner. As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose...",https://www.imdb.com/video/imdb/vi2562262553,tt1325004,5.0,,Cinemascore,NA
Grizzly Man,The Grizzly Man Diaries,2010,NA,NA,tt1267221,7.7,92,Cinemascore,NA
Hot Tub Time Machine,Hot Tub Time Machine,2010,"Hot Tub Time Machine is a movie starring John Cusack, Rob Corddry, and Craig Robinson. A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night...",https://www.imdb.com/video/imdb/vi1318257689,tt1231587,6.4,63,Cinemascore,NA
How To Train Your Dragon,How to Train Your Dragon,2010,"How to Train Your Dragon is a movie starring Jay Baruchel, Gerard Butler, and Christopher Mintz-Plasse. A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may...",https://www.imdb.com/video/imdb/vi1158218777,tt0892769,8.1,99,Cinemascore,NA
Inside Man,Inside Men,2010,"Inside Men is a TV mini-series starring Steven Mackintosh, Warren Brown, and Nicola Walker. The story of three employees of a security depot who plan and execute a multi-million pound cash heist.",NA,tt1989062,7.3,86,Cinemascore,NA
The Other Man,The Other Man,2010,"The Other Man is a movie starring Liam Neeson, Antonio Banderas, and Laura Linney. The story of a husband who suspects his wife of adultery, and sets out to track down the other man in her life.",https://www.imdb.com/video/imdb/vi1295450649,tt0974613,5.4,,Cinemascore,NA
Trust The Man,Obsession,2010,"Obsession is a TV movie starring Charisma Carpenter, Dylan Neal, and Nicholas Lea. Sonia Paston accepts a huge job promotion. Accepting this promotion means she must leave her home in New York City and move to a small town near...",NA,tt1846684,4.3,28,Cinemascore,NA
Waking Sleeping Beauty,Waking Sleeping Beauty,2010,"Waking Sleeping Beauty is a movie starring Roy Edward Disney, John Lasseter, and Michael Eisner. The story of the Disney Renaissance, an incredibly prolific, successful and prestigious decade lasting from 1984 to 1994 that saw the...",https://www.imdb.com/video/imdb/vi3120563225,tt1159961,7.6,70,Cinemascore,NA
Yes Man,Yes Man,2010,"Yes Man is a movie starring Jim Carrey, Zooey Deschanel, and Bradley Cooper. A man challenges himself to say ""yes"" to everything for an entire year.",https://www.imdb.com/video/imdb/vi3042902041,tt1068680,6.8,46,Cinemascore,NA
The Last Song,The Last Song,2010,"The Last Song is a movie starring Miley Cyrus, Liam Hemsworth, and Greg Kinnear. A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn...",https://www.imdb.com/video/imdb/vi1365181465,tt1294226,5.9,,Cinemascore,NA
Breaking Upwards,Breaking Upwards,2010,"Breaking Upwards is a movie starring Zoe Lister-Jones, Daryl Wein, and Julie White. A young New York couple intricately strategize their own break up.",https://www.imdb.com/video/imdb/vi1074464537,tt1247644,6.2,60,Cinemascore,NA
Clash Of The Titans (2010),Clash of the Titans,2010,"Clash of the Titans is a movie starring Sam Worthington, Liam Neeson, and Ralph Fiennes. Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",https://www.imdb.com/video/imdb/vi2626946073,tt0800320,5.8,,Cinemascore,NA
The Greatest,NA,2010,NA,NA,NA,NA,,Cinemascore,NA
Why Did I Get Married Too?,Why Did I Get Married Too?,2010,"Why Did I Get Married Too? is a movie starring Janet Jackson, Tyler Perry, and Jill Scott. Four couples find themselves struggling to save their marriages once again on their annual marriage retreat, while each of them battle...",https://www.imdb.com/video/imdb/vi1312556057,tt1391137,4.6,27,Cinemascore,NA
Date Night,Date Night,2010,"Date Night is a movie starring Steve Carell, Tina Fey, and Mark Wahlberg. In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and...",https://www.imdb.com/video/imdb/vi2353399065,tt1279935,6.3,,Cinemascore,NA
Godspeed,Godspeed,2010,"Godspeed is a movie starring Joseph McKelheer, Cory Knauf, and Courtney Halverson. ""Godspeed"" is an intense, dramatic thriller set in the lingering light of the Alaskan midnight sun. Charlie Shepard is a modern day faith healer, a...",https://www.imdb.com/video/imdb/vi2349664025,tt1242539,4.4,,Cinemascore,NA
La Mission,La Mission,2010,"La Mission is a movie starring Benjamin Bratt, Alex Hernandez, and Christopher Borgzinner. A single-parent ex-con in a tough, minority neighborhood finds his personal values challenged when he discovers his son is gay.",https://www.imdb.com/video/imdb/vi444007449,tt1200272,7.0,,Cinemascore,NA
Letters To God,Letters to God,2010,"Letters to God is a movie starring Tanner Maguire, Jeffrey Johnson, and Robyn Lively. A young boy fighting cancer writes letters to God, touching lives in his neighborhood and community and inspiring hope among everyone he comes in...",https://www.imdb.com/video/imdb/vi182715417,tt1462054,6.3,24,Cinemascore,NA
Monsters vs Aliens,Monsters vs. Aliens,2010,"Monsters vs. Aliens is a movie starring Reese Witherspoon, Rainn Wilson, and Stephen Colbert. A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the...",https://www.imdb.com/video/imdb/vi2117665561,tt0892782,6.5,73,Cinemascore,NA
The Square,The Square,2010,"The Square is a movie starring David Roberts, Claire van der Boom, and Joel Edgerton. A man's life begins to unravel when his mistress brings him a bag of cash.",https://www.imdb.com/video/imdb/vi2488271897,tt1085507,6.7,85,Cinemascore,NA
City Of Your Final Destination,The City of Your Final Destination,2010,"The City of Your Final Destination is a movie starring Omar Metwally, Anthony Hopkins, and Charlotte Gainsbourg. Twenty-eight-year-old Kansas University doctoral student Omar Razaghi (Omar Metwally) wins a grant to write a biography...",https://www.imdb.com/video/imdb/vi1688405785,tt0896923,6.3,38,Cinemascore,NA
Death At A Funeral,Death at a Funeral,2010,"Death at a Funeral is a movie starring Chris Rock, Martin Lawrence, and Keith David. A funeral ceremony turns into a debacle of exposed family secrets and misplaced bodies.",https://www.imdb.com/video/imdb/vi1688273945,tt1321509,5.7,62,Cinemascore,NA
Exit Through The Giftshop,Exit Through the Gift Shop,2010,"Exit Through the Gift Shop is a movie starring Banksy, Mr. Brainwash, and Space Invader. The story of how an eccentric French shop-keeper and amateur film-maker attempted to locate and befriend Banksy, only to have the artist turn...",https://www.imdb.com/video/imdb/vi2018051097,tt1587707,8.0,,Cinemascore,NA
Handsome Harry,Handsome Harry,2010,"Handsome Harry is a movie starring Jamey Sheridan, Steve Buscemi, and Mariann Mayberry. An ex-Navy man carrying out the last wish of a dying shipmate renews contact with old friends to break the code of silence around a mysterious,...",https://www.imdb.com/video/imdb/vi3691841305,tt1318001,6.1,81,Cinemascore,NA
Kick Ass:,Kick-Ass,2010,"Kick-Ass is a movie starring Aaron Taylor-Johnson, Nicolas Cage, and Chloë Grace Moretz. Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers,...",https://www.imdb.com/video/imdb/vi1572603673,tt1250777,7.6,,Cinemascore,NA
The Joneses,The Joneses,2010,"The Joneses is a movie starring Demi Moore, David Duchovny, and Amber Heard. A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean...",https://www.imdb.com/video/imdb/vi1198720025,tt1285309,6.5,,Cinemascore,NA
The Perfect Game,The Perfect Game,2010,"The Perfect Game is a movie starring Clifton Collins Jr., Cheech Marin, and Moises Arias. Based on a true story, a group of boys from Monterrey, Mexico who became the first non-U.S. team to win the Little League World Series.",https://www.imdb.com/video/imdb/vi3646358553,tt0473102,7.0,,Cinemascore,NA
Oceans,NA,2010,NA,NA,NA,NA,81,Cinemascore,NA
Best Worst Movie,Best Worst Movie,2010,"Best Worst Movie is a movie starring George Hardy, Lily Hardy, and Pita Ray. A look at the making of the film Troll 2 (1990) and its journey from being crowned the ""worst film of all time"" to a cherished cult classic.",https://www.imdb.com/video/imdb/vi4199744537,tt1144539,7.3,95,Cinemascore,NA
In My Sleep,In My Sleep,2010,"In My Sleep is a movie starring Philip Winchester, Tim Draxl, and Lacey Chabert. Marcus is a popular massage therapist who struggles with parasomnia, a severe sleepwalking disorder that causes him to do things in his sleep that he...",https://www.imdb.com/video/imdb/vi4015195161,tt0326965,5.5,13,Cinemascore,NA
Paper Man,Paper Man,2010,"Paper Man is a movie starring Jeff Daniels, Emma Stone, and Ryan Reynolds. A washed-up writer forms an unlikely friendship with a teenager from Long Island.",https://www.imdb.com/video/imdb/vi2409826073,tt0437405,6.6,,Cinemascore,NA
The Back Up Plan,The Back-up Plan,2010,"The Back-up Plan is a movie starring Jennifer Lopez, Alex O'Loughlin, and Michaela Watkins. A woman conceives twins through artificial insemination, only to meet the man of her dreams on the very same day.",https://www.imdb.com/video/imdb/vi4230218777,tt1212436,5.3,,Cinemascore,NA
The Losers,The Losers,2010,"The Losers is a movie starring Idris Elba, Zoe Saldana, and Jeffrey Dean Morgan. A CIA special forces team are betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.",https://www.imdb.com/video/imdb/vi894043161,tt0480255,6.3,,Cinemascore,NA
A Nightmare on Elm Street (2010),A Nightmare on Elm Street,2010,"A Nightmare on Elm Street is a movie starring Jackie Earle Haley, Rooney Mara, and Kyle Gallner. The spectre of a disfigured man haunts the children of the parents who murdered him, stalking and killing them in their dreams.",https://www.imdb.com/video/imdb/vi665978649,tt1179056,5.2,,Cinemascore,NA
Acts Of Violence,Acts of Violence,2010,"Acts of Violence is a movie starring Ron Perlman, Il Lim, and Leelee Sobieski. A man named Flyn (Il Lim) is on a mission to kill the men who raped his wife Olivia (Leelee Sobieski). He finds himself living a double life as a killer...",NA,tt0902247,7.0,,Cinemascore,NA
Furry Vengeance,Furry Vengeance,2010,"Furry Vengeance is a movie starring Brendan Fraser, Brooke Shields, and Ricky Garcia. In the Oregon wilderness, a real-estate developer's new housing subdivision faces a unique group of protestors: local woodland creatures who don't...",https://www.imdb.com/video/imdb/vi3783328793,tt0492389,3.8,,Cinemascore,NA
Harry Brown,Harry Brown,2010,"Harry Brown is a movie starring Michael Caine, Emily Mortimer, and David Bradley. An elderly ex-serviceman and widower looks to avenge his best friend's murder by doling out his own form of justice.",https://www.imdb.com/video/imdb/vi4084073497,tt1289406,7.2,62,Cinemascore,NA
Please Give,Please Give,2010,"Please Give is a movie starring Catherine Keener, Oliver Platt, and Rebecca Hall. In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.",https://www.imdb.com/video/imdb/vi3345875993,tt0878835,6.6,86,Cinemascore,NA
The Good Heart,The Good Heart,2010,"The Good Heart is a movie starring Paul Dano, Brian Cox, and Bill Buell. A cantankerous but ailing bartender takes a kindly young homeless man in under his wing.",https://www.imdb.com/video/imdb/vi1684341785,tt0808285,6.9,,Cinemascore,NA
Touching Home,Touching Home,2010,"Touching Home is a movie starring Ed Harris, Brad Dourif, and Robert Forster. The true story about a father struggling to make amends with his twin sons as they pursue their dreams of professional baseball.",https://www.imdb.com/video/imdb/vi2658404121,tt0860870,5.8,50,Cinemascore,NA
Casino Jack And United States Of Money,Casino Jack and the United States of Money,2010,"Casino Jack and the United States of Money is a movie starring Jack Abramoff, Tom DeLay, and William Branner. A probing investigation into the lies, greed and corruption surrounding D.C. super-lobbyist Jack Abramoff and his cronies.",https://www.imdb.com/video/imdb/vi3267168025,tt1540814,7.1,,Cinemascore,NA
Happiness Runs,Happiness Runs,2010,"Happiness Runs is a movie starring Joni Barth, Kirsten Berman, and Mark Boone Junior. A young man named Victor realizes the shortcomings of the Utopian ideals on the hippie commune where he was raised. Victor's mother is funding the...",https://www.imdb.com/video/imdb/vi3156739865,tt1079964,4.9,9,Cinemascore,NA
Iron Man 2,Iron Man 2,2010,"Iron Man 2 is a movie starring Robert Downey Jr., Mickey Rourke, and Gwyneth Paltrow. With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to...",https://www.imdb.com/video/imdb/vi2256077849,tt1228705,7.0,73,Cinemascore,NA
Mother And Child,Mother and Child,2010,"Mother and Child is a movie starring Naomi Watts, Annette Bening, and Kerry Washington. A drama centered around three women: A fifty-year-old woman, the daughter she gave up for adoption thirty-five years ago, and a woman looking to...",https://www.imdb.com/video/imdb/vi3493921817,tt1121977,7.2,78,Cinemascore,NA
Multiple Sarcasms,Multiple Sarcasms,2010,"Multiple Sarcasms is a movie starring Timothy Hutton, Mira Sorvino, and Dana Delany. Gabriel is a man who on the surface has it all-successful professional life as an architect, a beautiful wife, Annie, and a devoted young daughter,...",https://www.imdb.com/video/imdb/vi3010987033,tt0984210,4.9,5,Cinemascore,NA
OSS 117 Lost In Rio,OSS 117: Rio ne répond plus,2010,"OSS 117: Rio ne répond plus is a movie starring Jean Dujardin, Louise Monot, and Rüdiger Vogler. Another mission of world-known French secret agent leads him to exotic Brazil.",https://www.imdb.com/video/imdb/vi1375124761,tt1167660,6.9,75,Cinemascore,NA
Beetle Queen Conquers Tokyo,Beetle Queen Conquers Tokyo,2010,NA,https://www.imdb.com/video/imdb/vi4273669913,tt1339635,6.3,91,Cinemascore,NA
